주성분코드_9,ATC코드,주성분명,주성분코드_5
141401ATD,H01BA02,desmopressin,1414A
141404APD,H01BA02,desmopressin,1414A
141404ATB,H01BA02,desmopressin,1414A
141404ATD,H01BA02,desmopressin,1414A
141407ATL,H01BA02,desmopressin,1414A
141408ATL,H01BA02,desmopressin,1414A
141409ATL,H01BA02,desmopressin,1414A
141410ATL,H01BA02,desmopressin,1414A
141411ATL,H01BA02,desmopressin,1414A
183601ATB,H03AA01,levothyroxine sodium,1836A
183602ATB,H03AA01,levothyroxine sodium,1836A
183603ATB,H03AA01,levothyroxine sodium,1836A
183604ATB,H03AA01,levothyroxine sodium,1836A
183606ATB,H03AA01,levothyroxine sodium,1836A
183607ATB,H03AA01,levothyroxine sodium,1836A
183608ATB,H03AA01,levothyroxine sodium,1836A
183609ATB,H03AA01,levothyroxine sodium,1836A
183610ATB,H03AA01,levothyroxine sodium,1836A
183611ATB,H03AA01,levothyroxine sodium,1836A
191801ATB,H03BB02,thiamazole,1918A
191803ATB,H03BB02,thiamazole,1918A
220101ATB,H03BA02,propylthiouracil,2201A
471501ATB,H03BB01,carbimazole,4715A
471502ATB,H03BB01,carbimazole,4715A
207201ATB,A14AA05,oxymetholone,2072A
116401ATB,H02AB01,betamethasone,1164A
140801ATB,H02AB13,deflazacort,1408A
141901ATB,H02AB02,dexamethasone,1419A
141903ATB,H02AB02,dexamethasone,1419A
141904ATB,H02AB02,dexamethasone,1419A
160201ATB,H02AA02,fludrocortisone,1602A
170901ATB,H02AB09,hydrocortisone,1709A
170906ATB,H02AB09,hydrocortisone,1709A
193302ATB,H02AB04,methylprednisolone,1933A
193304ATB,H02AB04,methylprednisolone,1933A
193305ATB,H02AB04,methylprednisolone,1933A
217034ASY,H02AB06,prednisolone,2170A
217035ASY,H02AB06,prednisolone,2170A
217001ATB,H02AB06,prednisolone,2170A
243201ATB,H02AB08,triamcinolone,2432A
243202ATB,H02AB08,triamcinolone,2432A
243203ATB,H02AB08,triamcinolone,2432A
139401ATB,G03HA01,cyproterone,1394A
140302ACH,G03XA01,danazol,1403A
154901ATB,G03CA03,estradiol,1549A
154903ATB,G03CA03,estradiol,1549A
155001ATB,G03CA03,estradiol,1550A
155002ATB,G03CA03,estradiol,1550A
155401ATB,G03CA57,conjugated estrogens,1554A
155402ATB,G03CA57,conjugated estrogens,1554A
188903ATB,G03DA02,medroxyprogesterone,1889A
188906ATB,G03DA02,medroxyprogesterone,1889A
195001ACS,G03DA04,progesterone,1950A
239001ATB,G03CX01,tibolone,2390A
297400ATB,G03FB08,dydrogesterone and estrogen,2974A
433700ATB,G03FB08,dydrogesterone and estrogen,4337A
398400ATB,G03HB01,cyproterone and estrogen,3984A
433800ATB,G03FA14,dydrogesterone and estrogen,4338A
490400ATB,G03FA17,drospirenone and estrogen,4904A
615701ATB,G03DB08,dienogest,6157A
136201ATB,G03GB02,clomifene,1362A
226702ACS,G04CX02,Sabalis serrulatae fructus,2267A
505801ATB,G04BD14,imidafenacin,5058A
104803ATR,G04CA01,alfuzosin,1048A
159001ATB,G04CB01,finasteride,1590A
159201ATB,G04BD02,flavoxate,1592A
210701ACH,G04BX15,pentosan polysulfate sodium,2107A
215902ATR,G04BX,Other urologicals,2159A
219701ATB,G04BD06,propiverine,2197A
219702ATB,G04BD06,propiverine,2197A
234601ACR,G04CA02,tamsulosin,2346A
234601ATD,G04CA02,tamsulosin,2346A
234601ATR,G04CA02,tamsulosin,2346A
234603ACR,G04CA02,tamsulosin,2346A
234603ATD,G04CA02,tamsulosin,2346A
234603ATR,G04CA02,tamsulosin,2346A
235501ATB,G04CA03,terazosin,2355A
235502ATB,G04CA03,terazosin,2355A
235503ATB,G04CA03,terazosin,2355A
245501ATB,G04BD09,trospium,2455A
299100AGN,G04BX,Other urologicals,2991A
357102ACR,G04BD07,tolterodine,3571A
357102ATB,G04BD07,tolterodine,3571A
357103ACR,G04BD07,tolterodine,3571A
357103ATR,G04BD07,tolterodine,3571A
458801ACS,G04CB02,dutasteride,4588A
458801ATB,G04CB02,dutasteride,4588A
493801ATB,G04BD08,solifenacin,4938A
493802ATB,G04BD08,solifenacin,4938A
503801ATR,G04BD11,fesoterodine,5038A
503802ATR,G04BD11,fesoterodine,5038A
504202ACH,G04CA04,silodosin,5042A
504202ATB,G04CA04,silodosin,5042A
504203ACH,G04CA04,silodosin,5042A
504203ATD,G04CA04,silodosin,5042A
614201ATB,G04CA,Alpha-adrenoreceptor antagonists,6142A
614202ATB,G04CA,Alpha-adrenoreceptor antagonists,6142A
614203ATB,G04CA,Alpha-adrenoreceptor antagonists,6142A
625701ATR,G04BD12,mirabegron,6257A
625702ATR,G04BD12,mirabegron,6257A
655601ATB,G04BD08,solifenacin,6556A
655602ATB,G04BD08,solifenacin,6556A
657401ATB,G04BD08,solifenacin,6574A
657402ATB,G04BD08,solifenacin,6574A
698100ACR,G04CA52,tamsulosin and dutasteride,6981A
110405ATB,A11GA01,ascorbic acid (vit C),1104A
102301ACH,D05BB02,acitretin,1023A
104601ACS,A11CC03,alfacalcidol,1046A
104601ATB,A11CC03,alfacalcidol,1046A
104602ACS,A11CC03,alfacalcidol,1046A
121601ACS,A11CC04,calcitriol,1216A
178701ACS,D10BA01,isotretinoin,1787A
624001ACS,D11AH04,alitretinoin,6240A
624002ACS,D11AH04,alitretinoin,6240A
237301ATB,A11DA01,thiamine (vit B1),2373A
162601ATB,B03BB01,folic acid,1626A
162602ATB,B03BB01,folic acid,1626A
188601ACH,B03BA05,mecobalamin,1886A
188602ACH,B03BA05,mecobalamin,1886A
188602ATB,B03BA05,mecobalamin,1886A
221603ATB,A11HA02,pyridoxine (vit B6),2216A
221606ATB,A11HA02,pyridoxine (vit B6),2216A
301500ATB,A11EB,Vitamin B-complex with vitamin C,3015A
301600ATB,A11EB,Vitamin B-complex with vitamin C,3016A
720400ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",7204A
712800ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",7128A
205602ATB,A12AA,Calcium,2056A
302600ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",3026A
473800ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4738A
480200ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4802A
498200ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4982A
498300ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4983A
526100ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5261A
303200ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",3032A
503100ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5031A
508700ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5087A
519000ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",5190A
665600ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",6656A
670000ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",6700A
686700ATB,A11CC55,"colecalciferol, combinations",6867A
462700ATB,A12AX,"Calcium, combinations with vitamin D and/or other drugs",4627A
158631ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158634ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
158632ALQ,B03AB05,ferric oxide polymaltose complexes,1586A
215001ACH,B03AB,"Iron trivalent, oral preparations",2150A
228902ACH,B03AB,"Iron trivalent, oral preparations",2289A
303403ATR,B03AA07,ferrous sulfate,3034A
379330ALQ,B03AB08,ferric acetyl transferrin,3793A
379302ACH,B03AB08,ferric acetyl transferrin,3793A
533700ALQ,B03AD,Iron in combination with folic acid,5337A
434700ATB,V06B,PROTEIN SUPPLEMENTS,4347A
529300ALQ,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",5293A
529400ALQ,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",5294A
529500ASS,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",5295A
529600ASS,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",5296A
215801ATR,A12BA01,potassium chloride,2158A
242501ACH,B02AA02,tranexamic acid,2425A
249103ATB,B01AA03,warfarin,2491A
249105ATB,B01AA03,warfarin,2491A
511401ATB,B01AF01,rivaroxaban,5114A
511402ATB,B01AF01,rivaroxaban,5114A
511403ATB,B01AF01,rivaroxaban,5114A
511404ACH,B01AF01,rivaroxaban,5114A
511404ATB,B01AF01,rivaroxaban,5114A
613701ACH,B01AE07,dabigatran etexilate,6137A
613702ACH,B01AE07,dabigatran etexilate,6137A
617001ATB,B01AF02,apixaban,6170A
617002ATB,B01AF02,apixaban,6170A
643601ATB,B01AF03,edoxaban,6436A
643602ATB,B01AF03,edoxaban,6436A
643603ATB,B01AF03,edoxaban,6436A
116201ATB,B01AC19,beraprost,1162A
116202ATB,B01AC19,beraprost,1162A
133201ACR,B01AC23,cilostazol,1332A
133201ATB,B01AC23,cilostazol,1332A
133201ATR,B01AC23,cilostazol,1332A
133202ATB,B01AC23,cilostazol,1332A
133203ACR,B01AC23,cilostazol,1332A
133203ATR,B01AC23,cilostazol,1332A
174701ATB,B01AC10,indobufen,1747A
226101ATB,B01AC,Platelet aggregation inhibitors excl. heparin,2261A
226103ATR,B01AC,Platelet aggregation inhibitors excl. heparin,2261A
239201ATB,B01AC05,ticlopidine,2392A
239202ATB,B01AC05,ticlopidine,2392A
506100ATB,B01AC,Platelet aggregation inhibitors excl. heparin,5061A
687200ATR,B01AC,Platelet aggregation inhibitors excl. heparin,6872A
590701ATB,B02BX05,eltrombopag,5907A
590702ATB,B02BX05,eltrombopag,5907A
675600ALQ,A07CA,Oral rehydration salt formulations,6756A
698300ALQ,A07CA,Oral rehydration salt formulations,6983A
117701ATB,A05BA,Liver therapy,1177A
117702ACS,A05BA,Liver therapy,1177A
123907ACS,A05BA03,silymarin,1239A
123908ACS,A05BA03,silymarin,1239A
124001ACH,A05BA03,silymarin,1240A
124002ACH,A05BA03,silymarin,1240A
180901ATB,J05AF05,lamivudine,1809A
191201ATB,A05BA09,metadoxine,1912A
205002ACM,A05BA06,ornithine oxoglurate,2050A
205002APD,A05BA06,ornithine oxoglurate,2050A
246501ATB,A05AA02,ursodeoxycholic acid,2465A
305900ACH,A05BA,Liver therapy,3059A
427800ACH,A05BA,Liver therapy,4278A
448000ACH,A05AA,Bile acids and derivatives,4480A
457501ATB,J05AF08,adefovir dipivoxil,4575A
474931AGN,A16AX03,sodium phenylbutyrate,4749A
487202ATB,J05AF10,entecavir,4872A
487202ATD,J05AF10,entecavir,4872A
487203ATB,J05AF10,entecavir,4872A
487203ATD,J05AF10,entecavir,4872A
487802ACH,J05AF12,clevudine,4878A
506001ATB,J05AF11,telbivudine,5060A
665301ATB,J05AF13,tenofovir alafenamide,6653A
665401ATB,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,6654A
715101ATB,J05AF13,tenofovir alafenamide,7151A
716301ATB,J05AF13,tenofovir alafenamide,7163A
716401ATB,J05AF13,tenofovir alafenamide,7164A
720701ATB,J05AF13,tenofovir alafenamide,7207A
182503ATB,V03AF03,calcium folinate,1825A
199201ATB,N07BB04,naltrexone,1992A
199202ATB,N07BB04,naltrexone,1992A
209901ACH,M01CC01,penicillamine,2099A
209902ACH,M01CC01,penicillamine,2099A
363401ATB,V03AB04,pralidoxime,3634A
459701AGN,V03AB,Antidotes,4597A
459701ATD,V03AB,Antidotes,4597A
459702ACH,V03AB,Antidotes,4597A
480101ACH,A16AX12,trientine,4801A
486007ASS,V03AC03,deferasirox,4860A
486010ASS,V03AC03,deferasirox,4860A
486001ATD,V03AC03,deferasirox,4860A
486002ATD,V03AC03,deferasirox,4860A
486003ATD,V03AC03,deferasirox,4860A
486004ATB,V03AC03,deferasirox,4860A
486005ATB,V03AC03,deferasirox,4860A
486006ATB,V03AC03,deferasirox,4860A
486009APD,V03AC03,deferasirox,4860A
494001APD,A16AA06,betaine,4940A
512001ACH,A16AX05,zinc acetate,5120A
105001ATB,M04AA01,allopurinol,1050A
137801ATB,M04AC01,colchicine,1378A
567401ATB,M04AA03,febuxostat,5674A
567403ATB,M04AA03,febuxostat,5674A
451201ATE,M09AB03,bromelains,4512A
451202ATE,M09AB03,bromelains,4512A
100601ATB,A10BF01,acarbose,1006A
100602ATB,A10BF01,acarbose,1006A
165402ATB,A10BB01,glibenclamide,1654A
165602ATB,A10BB09,gliclazide,1656A
165603ATR,A10BB09,gliclazide,1656A
165604ATR,A10BB09,gliclazide,1656A
165701ATB,A10BB12,glimepiride,1657A
165702ATB,A10BB12,glimepiride,1657A
165703ATB,A10BB12,glimepiride,1657A
165704ATB,A10BB12,glimepiride,1657A
165801ATB,A10BB07,glipizide,1658A
191501ATB,A10BA02,metformin,1915A
191502ATB,A10BA02,metformin,1915A
191502ATR,A10BA02,metformin,1915A
191503ATB,A10BA02,metformin,1915A
191503ATR,A10BA02,metformin,1915A
191504ATB,A10BA02,metformin,1915A
191504ATR,A10BA02,metformin,1915A
191505ATR,A10BA02,metformin,1915A
249001ATB,A10BF03,voglibose,2490A
249002ATB,A10BF03,voglibose,2490A
379501ATB,A10BX02,repaglinide,3795A
379502ATB,A10BX02,repaglinide,3795A
379503ATB,A10BX02,repaglinide,3795A
430201ATB,A10BX03,nateglinide,4302A
430202ATB,A10BX03,nateglinide,4302A
430203ATB,A10BX03,nateglinide,4302A
431901ATB,A10BG03,pioglitazone,4319A
431902ATB,A10BG03,pioglitazone,4319A
443400ATB,A10BD02,metformin and sulfonylureas,4434A
443500ATB,A10BD02,metformin and sulfonylureas,4435A
474200ATB,A10BD02,metformin and sulfonylureas,4742A
474300ATB,A10BD02,metformin and sulfonylureas,4743A
474300ATR,A10BD02,metformin and sulfonylureas,4743A
498600ATB,A10BD02,metformin and sulfonylureas,4986A
486101ATB,A10BX08,mitiglinide,4861A
497200ATB,A10BD02,metformin and sulfonylureas,4972A
498100ATB,A10BD05,metformin and pioglitazone,4981A
500801ATB,A10BH02,vildagliptin,5008A
501101ATB,A10BH01,sitagliptin,5011A
501102ATB,A10BH01,sitagliptin,5011A
501103ATB,A10BH01,sitagliptin,5011A
502300ATB,A10BD07,metformin and sitagliptin,5023A
502300ATR,A10BD07,metformin and sitagliptin,5023A
502900ATB,A10BD07,metformin and sitagliptin,5029A
513700ATB,A10BD07,metformin and sitagliptin,5137A
513700ATR,A10BD07,metformin and sitagliptin,5137A
524700ATR,A10BD07,metformin and sitagliptin,5247A
507000ATB,A10BD08,metformin and vildagliptin,5070A
507100ATB,A10BD08,metformin and vildagliptin,5071A
519600ATB,A10BD08,metformin and vildagliptin,5196A
518500ATR,A10BD10,metformin and saxagliptin,5185A
518600ATR,A10BD10,metformin and saxagliptin,5186A
520500ATB,A10BD11,metformin and linagliptin,5205A
520600ATB,A10BD11,metformin and linagliptin,5206A
520700ATB,A10BD11,metformin and linagliptin,5207A
731800ATR,A10BD11,metformin and linagliptin,7318A
731900ATR,A10BD11,metformin and linagliptin,7319A
732000ATR,A10BD11,metformin and linagliptin,7320A
523800ATR,A10BD18,metformin and gemigliptin,5238A
632000ATR,A10BD18,metformin and gemigliptin,6320A
645000ATR,A10BD18,metformin and gemigliptin,6450A
654100ATR,A10BD18,metformin and gemigliptin,6541A
731200ATR,A10BD18,metformin and gemigliptin,7312A
525500ATB,A10BD06,glimepiride and pioglitazone,5255A
525600ATB,A10BD06,glimepiride and pioglitazone,5256A
525901ATB,A10BG04,lobeglitazone,5259A
527301ATB,A10BK01,dapagliflozin,5273A
527302ATB,A10BK01,dapagliflozin,5273A
613301ATB,A10BH03,saxagliptin,6133A
613302ATB,A10BH03,saxagliptin,6133A
616401ATB,A10BH05,linagliptin,6164A
619101ATB,A10BH06,gemigliptin,6191A
624202ATB,A10BH04,alogliptin,6242A
624203ATB,A10BH04,alogliptin,6242A
627301ATB,A10BH08,teneligliptin,6273A
628201ATB,A10BK03,empagliflozin,6282A
628202ATB,A10BK03,empagliflozin,6282A
630500ATB,A10BD09,pioglitazone and alogliptin,6305A
630600ATB,A10BD09,pioglitazone and alogliptin,6306A
635600ATB,A10BD13,metformin and alogliptin,6356A
635700ATB,A10BD13,metformin and alogliptin,6357A
675500ATB,A10BD13,metformin and alogliptin,6755A
636101ATB,A10BK05,ipragliflozin,6361A
639601ATB,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,6396A
639800ATR,A10BD15,metformin and dapagliflozin,6398A
641400ATR,A10BD15,metformin and dapagliflozin,6414A
641800ATR,A10BD28,metformin and teneligliptin,6418A
641900ATR,A10BD28,metformin and teneligliptin,6419A
642000ATR,A10BD28,metformin and teneligliptin,6420A
645301ATB,A10BH07,evogliptin,6453A
648400ATB,A10BD,Combinations of oral blood glucose lowering drugs,6484A
648500ATB,A10BD,Combinations of oral blood glucose lowering drugs,6485A
648600ATB,A10BD,Combinations of oral blood glucose lowering drugs,6486A
649000ATB,A10BD20,metformin and empagliflozin,6490A
649100ATB,A10BD20,metformin and empagliflozin,6491A
649200ATB,A10BD20,metformin and empagliflozin,6492A
649300ATB,A10BD20,metformin and empagliflozin,6493A
649400ATB,A10BD20,metformin and empagliflozin,6494A
649500ATB,A10BD20,metformin and empagliflozin,6495A
649900ATR,A10BD22,metformin and evogliptin,6499A
650000ATR,A10BD22,metformin and evogliptin,6500A
650100ATR,A10BD22,metformin and evogliptin,6501A
653800ATR,A10BD26,metformin and lobeglitazone,6538A
653900ATR,A10BD26,metformin and lobeglitazone,6539A
654000ATR,A10BD26,metformin and lobeglitazone,6540A
655700ATR,A10BD26,metformin and lobeglitazone,6557A
664600ATB,A10BH52,gemigliptin and rosuvastatin,6646A
664700ATB,A10BH52,gemigliptin and rosuvastatin,6647A
664800ATB,A10BH52,gemigliptin and rosuvastatin,6648A
671800ATR,A10BD,Combinations of oral blood glucose lowering drugs,6718A
673800ATR,A10BD,Combinations of oral blood glucose lowering drugs,6738A
672000ATR,A10BD,Combinations of oral blood glucose lowering drugs,6720A
672500ATR,A10BD,Combinations of oral blood glucose lowering drugs,6725A
672600ATR,A10BD,Combinations of oral blood glucose lowering drugs,6726A
672700ATR,A10BD,Combinations of oral blood glucose lowering drugs,6727A
672800ATR,A10BD,Combinations of oral blood glucose lowering drugs,6728A
683300ATR,A10BD,Combinations of oral blood glucose lowering drugs,6833A
683400ATR,A10BD,Combinations of oral blood glucose lowering drugs,6834A
674301ATB,A10BK04,ertugliflozin,6743A
675100ATB,A10BD24,sitagliptin and ertugliflozin,6751A
685801ATB,A10BH02,vildagliptin,6858A
693201ATB,A10BK01,dapagliflozin,6932A
693202ATB,A10BK01,dapagliflozin,6932A
693301ATB,A10BK01,dapagliflozin,6933A
693302ATB,A10BK01,dapagliflozin,6933A
693402ATB,A10BK01,dapagliflozin,6934A
693501ATB,A10BK01,dapagliflozin,6935A
693502ATB,A10BK01,dapagliflozin,6935A
694201ATB,A10BH01,sitagliptin,6942A
694202ATB,A10BH01,sitagliptin,6942A
694203ATB,A10BH01,sitagliptin,6942A
695301ATB,A10BH08,teneligliptin,6953A
695401ATB,A10BH08,teneligliptin,6954A
696900ATB,A10BD19,linagliptin and empagliflozin,6969A
697000ATB,A10BD19,linagliptin and empagliflozin,6970A
701201ATB,A10BH02,vildagliptin,7012A
702400ATB,A10BD21,saxagliptin and dapagliflozin,7024A
702500ATB,A10BD08,metformin and vildagliptin,7025A
702600ATB,A10BD08,metformin and vildagliptin,7026A
702700ATB,A10BD08,metformin and vildagliptin,7027A
704100ATB,A10BD08,metformin and vildagliptin,7041A
704200ATB,A10BD08,metformin and vildagliptin,7042A
704300ATB,A10BD08,metformin and vildagliptin,7043A
705100ATB,A10BD07,metformin and sitagliptin,7051A
705200ATB,A10BD07,metformin and sitagliptin,7052A
705300ATB,A10BD07,metformin and sitagliptin,7053A
709300ATR,A10BD07,metformin and sitagliptin,7093A
709400ATR,A10BD07,metformin and sitagliptin,7094A
709500ATR,A10BD07,metformin and sitagliptin,7095A
718200ATR,A10BD07,metformin and sitagliptin,7182A
706900ATB,A10BD29,sitagliptin and dapagliflozin,7069A
708200ATR,A10BD28,metformin and teneligliptin,7082A
708300ATR,A10BD28,metformin and teneligliptin,7083A
708400ATR,A10BD28,metformin and teneligliptin,7084A
710900ATR,A10BD28,metformin and teneligliptin,7109A
711000ATR,A10BD28,metformin and teneligliptin,7110A
711100ATR,A10BD28,metformin and teneligliptin,7111A
711300ATB,A10BD29,sitagliptin and dapagliflozin,7113A
711400ATB,A10BD,Combinations of oral blood glucose lowering drugs,7114A
712901ATB,A10BK01,dapagliflozin,7129A
712902ATB,A10BK01,dapagliflozin,7129A
715200ATR,A10BD15,metformin and dapagliflozin,7152A
715300ATR,A10BD15,metformin and dapagliflozin,7153A
715400ATR,A10BD15,metformin and dapagliflozin,7154A
715500ATR,A10BD15,metformin and dapagliflozin,7155A
715701ATB,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,7157A
718300ATR,A10BD15,metformin and dapagliflozin,7183A
726800ATR,A10BD15,metformin and dapagliflozin,7268A
718500ATR,A10BD15,metformin and dapagliflozin,7185A
718600ATR,A10BD15,metformin and dapagliflozin,7186A
718700ATR,A10BD15,metformin and dapagliflozin,7187A
718800ATR,A10BD15,metformin and dapagliflozin,7188A
718900ATR,A10BD15,metformin and dapagliflozin,7189A
719000ATR,A10BD15,metformin and dapagliflozin,7190A
719100ATR,A10BD15,metformin and dapagliflozin,7191A
719200ATR,A10BD15,metformin and dapagliflozin,7192A
719300ATR,A10BD15,metformin and dapagliflozin,7193A
719400ATR,A10BD15,metformin and dapagliflozin,7194A
719700ATB,A10BD,Combinations of oral blood glucose lowering drugs,7197A
720300ATB,A10BD,Combinations of oral blood glucose lowering drugs,7203A
721700ATR,A10BD,Combinations of oral blood glucose lowering drugs,7217A
721900ATR,A10BD,Combinations of oral blood glucose lowering drugs,7219A
722200ATR,A10BD,Combinations of oral blood glucose lowering drugs,7222A
722300ATR,A10BD,Combinations of oral blood glucose lowering drugs,7223A
722400ATR,A10BD,Combinations of oral blood glucose lowering drugs,7224A
722500ATR,A10BD,Combinations of oral blood glucose lowering drugs,7225A
722900ATR,A10BD,Combinations of oral blood glucose lowering drugs,7229A
723000ATB,A10BD29,sitagliptin and dapagliflozin,7230A
723100ATB,A10BD,Combinations of oral blood glucose lowering drugs,7231A
723500ATB,A10BD29,sitagliptin and dapagliflozin,7235A
723900ATB,A10BD29,sitagliptin and dapagliflozin,7239A
724400ATB,A10BD12,pioglitazone and sitagliptin,7244A
724500ATB,A10BD12,pioglitazone and sitagliptin,7245A
724700ATB,A10BD,Combinations of oral blood glucose lowering drugs,7247A
724800ATB,A10BD,Combinations of oral blood glucose lowering drugs,7248A
726900ATR,A10BD,Combinations of oral blood glucose lowering drugs,7269A
732101ATB,A10BH05,linagliptin,7321A
732600ATB,A10BD,Combinations of oral blood glucose lowering drugs,7326A
732700ATB,A10BD11,metformin and linagliptin,7327A
732800ATB,A10BD11,metformin and linagliptin,7328A
732900ATB,A10BD11,metformin and linagliptin,7329A
112201ACH,M01AX26,"avocado and soyabean oil, unsaponifiables",1122A
115601ATB,M04AB03,benzbromarone,1156A
118701ATB,G02CB01,bromocriptine,1187A
122501ATB,B02AB04,camostat,1225A
122502ATB,B02AB04,camostat,1225A
132502ACH,M01AX25,chondroitin sulfate,1325A
142801ACH,M01AX21,diacerein,1428A
142802ACH,M01AX21,diacerein,1428A
147401ATB,M05BA01,etidronic acid,1474A
180830ASY,A06AD11,lactulose,1808A
180833ASY,A06AD11,lactulose,1808A
228306ALQ,M05BA04,alendronic acid,2283A
228307ALQ,M05BA04,alendronic acid,2283A
228301ATB,M05BA04,alendronic acid,2283A
228303ATB,M05BA04,alendronic acid,2283A
228305ATB,M05BA04,alendronic acid,2283A
250901ATB,A16AX01,thioctic acid,2509A
250901ATR,A16AX01,thioctic acid,2509A
250902ATR,A16AX01,thioctic acid,2509A
358001ATB,G03XC01,raloxifene,3580A
358002ATB,G03XC01,raloxifene,3580A
379601ATE,N06AX,Other antidepressants,3796A
442302ATB,M05BA07,risedronic acid,4423A
442302ATE,M05BA07,risedronic acid,4423A
442330ATB,M05BA07,risedronic acid,4423A
468000ATE,M05BB03,alendronic acid and colecalciferol,4680A
480304ATB,M05BA06,ibandronic acid,4803A
481100ATB,M05BB03,alendronic acid and colecalciferol,4811A
500200ATB,M05BB03,alendronic acid and colecalciferol,5002A
505901ACH,A16AX06,miglustat,5059A
511200ATB,M05BB07,risedronic acid and colecalciferol,5112A
518400ATB,M05BB07,risedronic acid and colecalciferol,5184A
512301ATB,H05BX01,cinacalcet,5123A
512302ATB,H05BX01,cinacalcet,5123A
515001ATB,A16AX07,sapropterin,5150A
517401ATB,G02CB03,cabergoline,5174A
517402ATB,G02CB03,cabergoline,5174A
517403ATB,G02CB03,cabergoline,5174A
523900ATB,M05BB,"Bisphosphonates, combinations",5239A
524901ATB,A16AX01,thioctic acid,5249A
617101ATB,G03XC02,bazedoxifene,6171A
618401ATD,A16AA05,carglumic acid,6184A
646601ACH,A16AX10,eliglustat,6466A
659200ACH,G03XC,Selective estrogen receptor modulators,6592A
659200ATB,G03XC,Selective estrogen receptor modulators,6592A
674500ATB,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,6745A
698200ATB,G03XC,Selective estrogen receptor modulators,6982A
100101APD,L03AX,Other immunostimulants,1001A
100102ACH,L03AX,Other immunostimulants,1001A
109001ATB,L02BG03,anastrozole,1090A
117201ATB,L02BB03,bicalutamide,1172A
117202ATB,L02BB03,bicalutamide,1172A
122701ATB,L01BC06,capecitabine,1227A
122702ATB,L01BC06,capecitabine,1227A
139001ATB,L01AA01,cyclophosphamide,1390A
149302ACH,L01BC,Pyrimidine analogues,1493A
155101ACH,L01XX11,estramustine,1551A
172001ACH,L01XX05,hydroxycarbamide,1720A
172002ACH,L01XX05,hydroxycarbamide,1720A
182201ATB,L02BG04,letrozole,1822A
188905ATB,L02AB02,medroxyprogesterone,1889A
189303ASS,L02AB01,megestrol,1893A
189304ASS,L02AB01,megestrol,1893A
189330ASS,L02AB01,megestrol,1893A
189331ASS,L02AB01,megestrol,1893A
189335ASS,L02AB01,megestrol,1893A
189301ATB,L02AB01,megestrol,1893A
189302ATB,L02AB01,megestrol,1893A
189901ATB,L01AA03,melphalan,1899A
190601ATB,L01BB02,mercaptopurine,1906A
192101ATB,L04AX03,methotrexate,1921A
234501ATB,L02BA01,tamoxifen,2345A
234502ATB,L02BA01,tamoxifen,2345A
309700ACH,L01BC53,"tegafur, combinations",3097A
358202ACH,L01AX03,temozolomide,3582A
358203ACH,L01AX03,temozolomide,3582A
358204ACH,L01AX03,temozolomide,3582A
358401ATB,L02BG06,exemestane,3584A
412701ATB,L01EA01,imatinib,4127A
412702ATB,L01EA01,imatinib,4127A
412703ATB,L01EA01,imatinib,4127A
412704ATB,L01EA01,imatinib,4127A
452400ACH,L01BC53,"tegafur, combinations",4524A
452500ACH,L01BC53,"tegafur, combinations",4525A
453001ATB,L01EB01,gefitinib,4530A
477401ATB,L01EB02,erlotinib,4774A
477402ATB,L01EB02,erlotinib,4774A
477403ATB,L01EB02,erlotinib,4774A
484303ATB,L01BC07,azacitidine,4843A
484304ATB,L01BC07,azacitidine,4843A
485605ATB,L01EG02,everolimus,4856A
485606ATB,L01EG02,everolimus,4856A
485607ATB,L01EG02,everolimus,4856A
485701ACH,L04AX02,thalidomide,4857A
485702ACH,L04AX02,thalidomide,4857A
487701ACH,L01EX01,sunitinib,4877A
487702ACH,L01EX01,sunitinib,4877A
487703ACH,L01EX01,sunitinib,4877A
488001ATB,L01EX02,sorafenib,4880A
493301ATB,L01EA02,dasatinib,4933A
493302ATB,L01EA02,dasatinib,4933A
