주성분코드_9,ATC코드,주성분명,주성분코드_5
651900ATB,C09DB09,fimasartan and amlodipine,6519A
652000ATB,C09DB09,fimasartan and amlodipine,6520A
652100ATB,C09DB09,fimasartan and amlodipine,6521A
652700ATB,C09DB09,fimasartan and amlodipine,6527A
652900ATB,C09DB07,candesartan and amlodipine,6529A
653000ATB,C09DB07,candesartan and amlodipine,6530A
653100ATB,C09DB07,candesartan and amlodipine,6531A
697300ATB,C09DB04,telmisartan and amlodipine,6973A
697400ATB,C09DB04,telmisartan and amlodipine,6974A
697500ATB,C09DB04,telmisartan and amlodipine,6975A
697600ATB,C09DB04,telmisartan and amlodipine,6976A
716100ATB,C09DB09,fimasartan and amlodipine,7161A
717500ATB,C09DB09,fimasartan and amlodipine,7175A
728200ATB,C09DB05,irbesartan and amlodipine,7282A
728300ATB,C09DB05,irbesartan and amlodipine,7283A
728400ATB,C09DB05,irbesartan and amlodipine,7284A
519700ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5197A
519800ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5198A
519900ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5199A
520000ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5200A
520100ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5201A
651401ATB,C09DX04,valsartan and sacubitril,6514A
651402ATB,C09DX04,valsartan and sacubitril,6514A
651403ATB,C09DX04,valsartan and sacubitril,6514A
662800ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6628A
662900ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6629A
663000ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6630A
663500ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6635A
663600ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6636A
663700ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6637A
663800ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6638A
682700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6827A
682800ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6828A
682900ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6829A
707500ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7075A
707600ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7076A
707700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7077A
710700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7107A
170131BIJ,A10AB01,insulin (human),1701B
175330BIJ,A10AB04,insulin lispro,1753B
175331BIJ,A10AB04,insulin lispro,1753B
441330BIJ,A10AB05,insulin aspart,4413B
441331BIJ,A10AB05,insulin aspart,4413B
170130BIJ,A10AC01,insulin (human),1701B
170430BIJ,A10AD01,insulin (human),1704B
170431BIJ,A10AD01,insulin (human),1704B
175332BIJ,A10AD04,insulin lispro ,1753B
175333BIJ,A10AD04,insulin lispro,1753B
441332BIJ,A10AD05,insulin aspart,4413B
441333BIJ,A10AD05,insulin aspart,4413B
441334BIJ,A10AD05,insulin aspart,4413B
461830BIJ,A10AE04,insulin glargine,4618B
461831BIJ,A10AE04,insulin glargine,4618B
461832BIJ,A10AE04,insulin glargine,4618B
488730BIJ,A10AE05,insulin detemir,4887B
191501ATB,A10BA02,metformin,1915A
191502ATB,A10BA02,metformin,1915A
191502ATR,A10BA02,metformin,1915A
191503ATB,A10BA02,metformin,1915A
191503ATR,A10BA02,metformin,1915A
191504ATB,A10BA02,metformin,1915A
191504ATR,A10BA02,metformin,1915A
191505ATR,A10BA02,metformin,1915A
165402ATB,A10BB01,glibenclamide,1654A
165801ATB,A10BB07,glipizide,1658A
165602ATB,A10BB09,gliclazide,1656A
165603ATR,A10BB09,gliclazide,1656A
165604ATR,A10BB09,gliclazide,1656A
165701ATB,A10BB12,glimepiride,1657A
165702ATB,A10BB12,glimepiride,1657A
165703ATB,A10BB12,glimepiride,1657A
165704ATB,A10BB12,glimepiride,1657A
443400ATB,A10BD02,metformin and sulfonylureas,4434A
443500ATB,A10BD02,metformin and sulfonylureas,4435A
471900ATB,A10BD02,metformin and sulfonylureas,4719A
474200ATB,A10BD02,metformin and sulfonylureas,4742A
474300ATB,A10BD02,metformin and sulfonylureas,4743A
474300ATR,A10BD02,metformin and sulfonylureas,4743A
497200ATB,A10BD02,metformin and sulfonylureas,4972A
498600ATB,A10BD02,metformin and sulfonylureas,4986A
502300ATB,A10BD07,metformin and sitagliptin,5023A
502300ATR,A10BD07,metformin and sitagliptin,5023A
502900ATB,A10BD07,metformin and sitagliptin,5029A
513700ATB,A10BD07,metformin and sitagliptin,5137A
513700ATR,A10BD07,metformin and sitagliptin,5137A
524700ATR,A10BD07,metformin and sitagliptin,5247A
705100ATB,A10BD07,metformin and sitagliptin,7051A
705200ATB,A10BD07,metformin and sitagliptin,7052A
705300ATB,A10BD07,metformin and sitagliptin,7053A
709300ATR,A10BD07,metformin and sitagliptin,7093A
709400ATR,A10BD07,metformin and sitagliptin,7094A
709500ATR,A10BD07,metformin and sitagliptin,7095A
718200ATR,A10BD07,metformin and sitagliptin,7182A
639800ATR,A10BD15,metformin and dapagliflozin,6398A
641400ATR,A10BD15,metformin and dapagliflozin,6414A
715200ATR,A10BD15,metformin and dapagliflozin,7152A
715300ATR,A10BD15,metformin and dapagliflozin,7153A
715400ATR,A10BD15,metformin and dapagliflozin,7154A
715500ATR,A10BD15,metformin and dapagliflozin,7155A
718300ATR,A10BD15,metformin and dapagliflozin,7183A
718500ATR,A10BD15,metformin and dapagliflozin,7185A
718600ATR,A10BD15,metformin and dapagliflozin,7186A
718700ATR,A10BD15,metformin and dapagliflozin,7187A
718800ATR,A10BD15,metformin and dapagliflozin,7188A
718900ATR,A10BD15,metformin and dapagliflozin,7189A
719000ATR,A10BD15,metformin and dapagliflozin,7190A
719100ATR,A10BD15,metformin and dapagliflozin,7191A
719200ATR,A10BD15,metformin and dapagliflozin,7192A
719300ATR,A10BD15,metformin and dapagliflozin,7193A
719400ATR,A10BD15,metformin and dapagliflozin,7194A
726800ATR,A10BD15,metformin and dapagliflozin,7268A
100601ATB,A10BF01,acarbose,1006A
100602ATB,A10BF01,acarbose,1006A
406201ATB,A10BF02,miglitol,4062A
431901ATB,A10BG03,pioglitazone,4319A
431902ATB,A10BG03,pioglitazone,4319A
501101ATB,A10BH01,sitagliptin,5011A
501102ATB,A10BH01,sitagliptin,5011A
501103ATB,A10BH01,sitagliptin,5011A
694201ATB,A10BH01,sitagliptin,6942A
694202ATB,A10BH01,sitagliptin,6942A
694203ATB,A10BH01,sitagliptin,6942A
500801ATB,A10BH02,vildagliptin,5008A
685801ATB,A10BH02,vildagliptin,6858A
701201ATB,A10BH02,vildagliptin,7012A
616401ATB,A10BH05,linagliptin,6164A
732101ATB,A10BH05,linagliptin,7321A
512130BIJ,A10BJ01,exenatide,5121B
512131BIJ,A10BJ01,exenatide,5121B
527301ATB,A10BK01,dapagliflozin,5273A
527302ATB,A10BK01,dapagliflozin,5273A
693201ATB,A10BK01,dapagliflozin,6932A
693202ATB,A10BK01,dapagliflozin,6932A
693301ATB,A10BK01,dapagliflozin,6933A
693302ATB,A10BK01,dapagliflozin,6933A
693402ATB,A10BK01,dapagliflozin,6934A
693501ATB,A10BK01,dapagliflozin,6935A
693502ATB,A10BK01,dapagliflozin,6935A
712901ATB,A10BK01,dapagliflozin,7129A
712902ATB,A10BK01,dapagliflozin,7129A
628201ATB,A10BK03,empagliflozin,6282A
628202ATB,A10BK03,empagliflozin,6282A
379501ATB,A10BX02,repaglinide,3795A
379502ATB,A10BX02,repaglinide,3795A
379503ATB,A10BX02,repaglinide,3795A
430201ATB,A10BX03,nateglinide,4302A
430202ATB,A10BX03,nateglinide,4302A
430203ATB,A10BX03,nateglinide,4302A
644900ATB,A10BX03,nateglinide,6449A
117101ATB,C10AB02,bezafibrate,1171A
117102ATR,C10AB02,bezafibrate,1171A
165001ACH,C10AB04,gemfibrozil,1650A
165001ATB,C10AB04,gemfibrozil,1650A
132301APD,C10AC01,colestyramine,1323A
473001ATR,C10AD02,nicotinic acid,4730A
473002ATR,C10AD02,nicotinic acid,4730A
462201ATB,C10AX09,ezetimibe,4622A
471000ATB,C10BA02,simvastatin and ezetimibe,4710A
471100ATB,C10BA02,simvastatin and ezetimibe,4711A
507800ATB,C10BA02,simvastatin and ezetimibe,5078A
472300ATB,C10BX03,atorvastatin and amlodipine,4723A
472400ATB,C10BX03,atorvastatin and amlodipine,4724A
472500ATB,C10BX03,atorvastatin and amlodipine,4725A
518900ATB,C10BX03,atorvastatin and amlodipine,5189A
614500ATB,C10BX03,atorvastatin and amlodipine,6145A
130901ATB,L01AA02,chlorambucil,1309A
139001ATB,L01AA01,cyclophosphamide,1390A
139005BIJ,L01AA01,cyclophosphamide,1390B
173301BIJ,L01AA06,ifosfamide,1733B
189901ATB,L01AA03,melphalan,1899A
189902BIJ,L01AA03,melphalan,1899B
614601BIJ,L01AA09,bendamustine,6146B
614602BIJ,L01AA09,bendamustine,6146B
120630BIJ,L01AB01,busulfan,1206B
198001BIJ,L01AC01,thiotepa,1980B
198003BIJ,L01AC01,thiotepa,1980B
139901BIJ,L01AX04,dacarbazine,1399B
139902BIJ,L01AX04,dacarbazine,1399B
358202ACH,L01AX03,temozolomide,3582A
358202ATB,L01AX03,temozolomide,3582A
358203ACH,L01AX03,temozolomide,3582A
358203ATB,L01AX03,temozolomide,3582A
358204ACH,L01AX03,temozolomide,3582A
192139BIJ,L01BA01,methotrexate,1921B
192141BIJ,L01BA01,methotrexate,1921B
192142BIJ,L01BA01,methotrexate,1921B
192143BIJ,L01BA01,methotrexate,1921B
481203BIJ,L01BA04,pemetrexed,4812B
481230BIJ,L01BA04,pemetrexed,4812B
481231BIJ,L01BA04,pemetrexed,4812B
481232BIJ,L01BA04,pemetrexed,4812B
481233BIJ,L01BA04,pemetrexed,4812B
481234BIJ,L01BA04,pemetrexed,4812B
481235BIJ,L01BA04,pemetrexed,4812B
481237BIJ,L01BA04,pemetrexed,4812B
481239BIJ,L01BA04,pemetrexed,4812B
134830BIJ,L01BB04,cladribine,1348B
160101BIJ,L01BB05,fludarabine,1601B
160102ATB,L01BB05,fludarabine,1601A
190601ATB,L01BB02,mercaptopurine,1906A
614330BIJ,L01BB06,clofarabine,6143B
122701ATB,L01BC06,capecitabine,1227A
122702ATB,L01BC06,capecitabine,1227A
139601BIJ,L01BC01,cytarabine,1396B
139602BIJ,L01BC01,cytarabine,1396B
139631BIJ,L01BC01,cytarabine,1396B
139632BIJ,L01BC01,cytarabine,1396B
139633BIJ,L01BC01,cytarabine,1396B
139634BIJ,L01BC01,cytarabine,1396B
139635BIJ,L01BC01,cytarabine,1396B
139636BIJ,L01BC01,cytarabine,1396B
139637BIJ,L01BC01,cytarabine,1396B
139638BIJ,L01BC01,cytarabine,1396B
149301ATB,L01BC,Pyrimidine analogues,1493A
149302ACH,L01BC,Pyrimidine analogues,1493A
149302ATB,L01BC,Pyrimidine analogues,1493A
151901BIJ,L01BC,Pyrimidine analogues,1519B
161430BIJ,L01BC02,fluorouracil,1614B
161431BIJ,L01BC02,fluorouracil,1614B
161432BIJ,L01BC02,fluorouracil,1614B
164930BIJ,L01BC05,gemcitabine,1649B
164931BIJ,L01BC05,gemcitabine,1649B
164932BIJ,L01BC05,gemcitabine,1649B
164933BIJ,L01BC05,gemcitabine,1649B
309600AGN,L01BC53,"tegafur, combinations",3096A
309700ACH,L01BC53,"tegafur, combinations",3097A
309700ATB,L01BC53,"tegafur, combinations",3097A
364100AGN,L01BC53,"tegafur, combinations",3641A
452400ACH,L01BC53,"tegafur, combinations",4524A
452500ACH,L01BC53,"tegafur, combinations",4525A
484301BIJ,L01BC07,azacitidine,4843B
484302BIJ,L01BC07,azacitidine,4843B
484303ATB,L01BC07,azacitidine,4843A
484304ATB,L01BC07,azacitidine,4843A
495601BIJ,L01BC08,decitabine,4956B
495602BIJ,L01BC08,decitabine,4956B
247830BIJ,L01CA01,vinblastine,2478B
248030BIJ,L01CA02,vincristine,2480B
248031BIJ,L01CA02,vincristine,2480B
248230BIJ,L01CA04,vinorelbine,2482B
248231BIJ,L01CA04,vinorelbine,2482B
157102ATB,L01CB01,etoposide,1571A
157131BIJ,L01CB01,etoposide,1571B
157132BIJ,L01CB01,etoposide,1571B
148340BIJ,L01CD02,docetaxel,1483B
148341BIJ,L01CD02,docetaxel,1483B
148342BIJ,L01CD02,docetaxel,1483B
148344BIJ,L01CD02,docetaxel,1483B
148345BIJ,L01CD02,docetaxel,1483B
148346BIJ,L01CD02,docetaxel,1483B
148348BIJ,L01CD02,docetaxel,1483B
148349BIJ,L01CD02,docetaxel,1483B
148350BIJ,L01CD02,docetaxel,1483B
148351BIJ,L01CD02,docetaxel,1483B
207830BIJ,L01CD01,paclitaxel,2078B
207831BIJ,L01CD01,paclitaxel,2078B
207832BIJ,L01CD01,paclitaxel,2078B
207833BIJ,L01CD01,paclitaxel,2078B
207835BIJ,L01CD01,paclitaxel,2078B
503701BIJ,L01CD01,paclitaxel,5037B
613901BIJ,L01CD04,cabazitaxel,6139B
177430BIJ,L01CE02,irinotecan,1774B
177431BIJ,L01CE02,irinotecan,1774B
177433BIJ,L01CE02,irinotecan,1774B
177435BIJ,L01CE02,irinotecan,1774B
241901BIJ,L01CE01,topotecan,2419B
452801BIJ,L01CE04,belotecan,4528B
666002BIJ,L01CE02,irinotecan,6660B
140601BIJ,L01DB02,daunorubicin,1406B
149430BIJ,L01DB01,doxorubicin,1494B
149431BIJ,L01DB01,doxorubicin,1494B
149432BIJ,L01DB01,doxorubicin,1494B
149433BIJ,L01DB01,doxorubicin,1494B
149435BIJ,L01DB01,doxorubicin,1494B
152730BIJ,L01DB03,epirubicin,1527B
152731BIJ,L01DB03,epirubicin,1527B
173002BIJ,L01DB06,idarubicin,1730B
196530BIJ,L01DB07,mitoxantrone,1965B
118001BIJ,L01DC01,bleomycin,1180B
196401BIJ,L01DC03,mitomycin,1964B
196402BIJ,L01DC03,mitomycin,1964B
123730BIJ,L01XA02,carboplatin,1237B
123731BIJ,L01XA02,carboplatin,1237B
123732BIJ,L01XA02,carboplatin,1237B
123733BIJ,L01XA02,carboplatin,1237B
123734BIJ,L01XA02,carboplatin,1237B
123735BIJ,L01XA02,carboplatin,1237B
134530BIJ,L01XA01,cisplatin,1345B
134533BIJ,L01XA01,cisplatin,1345B
134534BIJ,L01XA01,cisplatin,1345B
205803BIJ,L01XA03,oxaliplatin,2058B
205830BIJ,L01XA03,oxaliplatin,2058B
205832BIJ,L01XA03,oxaliplatin,2058B
205834BIJ,L01XA03,oxaliplatin,2058B
243001ACS,L01XF01,tretinoin,2430A
463301BIJ,L01XG01,bortezomib,4633B
463302BIJ,L01XG01,bortezomib,4633B
647801BIJ,L01XG02,carfilzomib,6478B
647802BIJ,L01XG02,carfilzomib,6478B
681401ACH,L01XG03,ixazomib,6814A
681402ACH,L01XG03,ixazomib,6814A
681403ACH,L01XG03,ixazomib,6814A
643501ACH,L01XK01,olaparib,6435A
643502ATB,L01XK01,olaparib,6435A
643503ATB,L01XK01,olaparib,6435A
678901ACH,L01XK02,niraparib,6789A
706201BIJ,L01XL04,tisagenlecleucel,7062B
155101ACH,L01XX11,estramustine,1551A
172001ACH,L01XX05,hydroxycarbamide,1720A
172002ACH,L01XX05,hydroxycarbamide,1720A
181401BIJ,L01XX02,asparaginase,1814B
181403BIJ,L01XX02,asparaginase,1814B
228130BIJ,L01XX,Other antineoplastic agents,2281B
243001ATB,L01XX14,tretinoin,2430A
348101ACH,L01XX35,anagrelide,3481A
348101ATB,L01XX35,anagrelide,3481A
348102ACH,L01XX35,anagrelide,3481A
388501ATB,L01XX,Other antineoplastic agents,3885A
388502ATB,L01XX,Other antineoplastic agents,3885A
463303BIJ,L01XX32,bortezomib,4633B
588430BIJ,L01XX27,arsenic trioxide,5884B
588431BIJ,L01XX27,arsenic trioxide,5884B
621330BIJ,L01XX41,eribulin,6213B
658801BIJ,L01XX44,aflibercept,6588B
658802BIJ,L01XX44,aflibercept,6588B
680601ATB,L01XX52,venetoclax,6806A
680602ATB,L01XX52,venetoclax,6806A
680603ATB,L01XX52,venetoclax,6806A
733101ATB,L01XX66,selinexor,7331A
188905ATB,L02AB02,medroxyprogesterone,1889A
189301ATB,L02AB01,megestrol,1893A
189302ATB,L02AB01,megestrol,1893A
189303ASS,L02AB01,megestrol,1893A
189304ASS,L02AB01,megestrol,1893A
189330ASS,L02AB01,megestrol,1893A
189330ASY,L02AB01,megestrol,1893A
189331ASS,L02AB01,megestrol,1893A
189331ASY,L02AB01,megestrol,1893A
189333ASY,L02AB01,megestrol,1893A
189334ASY,L02AB01,megestrol,1893A
189335ASS,L02AB01,megestrol,1893A
189335ASY,L02AB01,megestrol,1893A
167201BIJ,L02AE03,goserelin,1672B
167202BIJ,L02AE03,goserelin,1672B
182602BIJ,L02AE02,leuprorelin,1826B
182604BIJ,L02AE02,leuprorelin,1826B
182605BIJ,L02AE02,leuprorelin,1826B
182606BIJ,L02AE02,leuprorelin,1826B
182608BIJ,L02AE02,leuprorelin,1826B
182610BIJ,L02AE02,leuprorelin,1826B
182611BIJ,L02AE02,leuprorelin,1826B
182630BIJ,L02AE02,leuprorelin,1826B
244902BIJ,L02AE04,triptorelin,2449B
244930BIJ,L02AE04,triptorelin,2449B
467501BIJ,L02AE04,triptorelin,4675B
467502BIJ,L02AE04,triptorelin,4675B
234501ATB,L02BA01,tamoxifen,2345A
234502ATB,L02BA01,tamoxifen,2345A
242101ATB,L02BA02,toremifene,2421A
568931BIJ,L02BA03,fulvestrant,5689B
117201ATB,L02BB03,bicalutamide,1172A
117202ATB,L02BB03,bicalutamide,1172A
627401ACS,L02BB04,enzalutamide,6274A
716001ATB,L02BB05,apalutamide,7160A
109001ATB,L02BG03,anastrozole,1090A
182201ATB,L02BG04,letrozole,1822A
358401ATB,L02BG06,exemestane,3584A
218330CSI,R03AC16,procaterol,2183C
611901CSI,R03AC18,indacaterol,6119C
611902CSI,R03AC18,indacaterol,6119C
542800CSI,R03AK11,formoterol and fluticasone,5428C
542900CSI,R03AK11,formoterol and fluticasone,5429C
543000CSI,R03AK11,formoterol and fluticasone,5430C
544200CSI,R03AK08,formoterol and beclometasone,5442C
636700CSI,R03AK10,vilanterol and fluticasone furoate,6367C
636800CSI,R03AK10,vilanterol and fluticasone furoate,6368C
681000CSI,R03AK12,salmeterol and budesonide,6810C
681100CSI,R03AK12,salmeterol and budesonide,6811C
696700CSI,R03AK08,formoterol and beclometasone,6967C
698400CSI,R03AK14,indacaterol and mometasone,6984C
698500CSI,R03AK14,indacaterol and mometasone,6985C
698600CSI,R03AK14,indacaterol and mometasone,6986C
633730CSI,R03BB05,aclidinium bromide,6337C
635903CSI,R03BB06,glycopyrronium bromide,6359C
641101CSI,R03BB07,umeclidinium bromide,6411C
500431CSI,R03BA09,fluticasone furoate,5004C
500432CSI,R03BA09,fluticasone furoate,5004C
631200CSI,R03AL03,vilanterol and umeclidinium bromide,6312C
635300CSI,R03AL05,formoterol and aclidinium bromide,6353C
643700CSI,R03AL06,olodaterol and tiotropium bromide,6437C
672200CSI,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",6722C
683800CSI,R03AL09,"formoterol, glycopyrronium bromide and beclometasone",6838C
698700CSI,R03AL12,"indacaterol, glycopyrronium bromide and mometasone",6987C
698800CSI,R03AL12,"indacaterol, glycopyrronium bromide and mometasone",6988C
730500CSI,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",7305C
800100CSI,R03AL04,indacaterol and glycopyrronium bromide,8001C
100701ACH,R03DA,Xanthines,1007A
100701ATB,R03DA,Xanthines,1007A
100702ATR,R03DA,Xanthines,1007A
113801ATB,R03DA08,bamifylline,1138A
113802ATB,R03DA08,bamifylline,1138A
439101ATB,R03DA11,doxofylline,4391A
503301ACH,R03DA07,theobromine,5033A
216401ACH,R03DC02,pranlukast,2164A
216401ATB,R03DC02,pranlukast,2164A
216402ASS,R03DC02,pranlukast,2164A
216403ACH,R03DC02,pranlukast,2164A
216404ATB,R03DC02,pranlukast,2164A
216405ASS,R03DC02,pranlukast,2164A
216405ATB,R03DC02,pranlukast,2164A
216406ASS,R03DC02,pranlukast,2164A
216407ASS,R03DC02,pranlukast,2164A
216408ATB,R03DC02,pranlukast,2164A
216430ASY,R03DC02,pranlukast,2164A
216431ASY,R03DC02,pranlukast,2164A
216432ASY,R03DC02,pranlukast,2164A
216433ASY,R03DC02,pranlukast,2164A
487001ATB,R03DC,Leukotriene receptor antagonists,4870A
659900ACH,R03DC53,"montelukast, combinations",6599A
659900ATB,R03DC53,"montelukast, combinations",6599A
670600ATB,R03DC53,"montelukast, combinations",6706A
207701ATB,R03DX,Other systemic drugs for obstructive airway diseases,2077A
614701ATB,R03DX07,roflumilast,6147A
651201BIJ,R03DX09,mepolizumab,6512B
669801BIJ,R03DX08,reslizumab,6698B
681301BIJ,R03DX10,benralizumab,6813B
